run_id,mode,workers,repeat,ok,failed,total_txn_s,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
overlay_stress_20260519T112638Z,baseline,1,1,0,0,0,0,0,0,0
overlay_stress_20260519T112638Z,baseline,8,1,0,0,0,0,0,0,0
overlay_stress_20260519T112638Z,oncache,1,1,0,0,0,0,0,0,0
overlay_stress_20260519T112638Z,oncache,8,1,0,0,0,0,0,0,0
